#morphology, embedding, biophyiscal_model_id, ongoing_inhibition_scaling, stimulus, inhibitory_timeshift, evoked_inhibition_scaling
WR64_Cell8,D3border,21,1.25,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,21,1.25,C_1___C_2___C_3,0,0.8
WR64_Cell8,D3border,21,1.25,C_1___C_2___C_3,0,1.0
WR64_Cell8,D3border,21,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,D3border,21,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,21,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,21,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,D3border,21,1.25,C_2,-2,0.3
WR64_Cell8,D3border,21,1.25,C_2,-2,0.4
WR64_Cell8,D3border,21,1.5,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,21,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,D3border,21,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,21,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,21,1.5,C_2,-1,0.3
WR64_Cell8,D3border,21,1.5,C_2,-2,0.3
WR64_Cell8,D3border,22,1.0,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,22,1.0,C_1___C_2___C_3,-2,0.6
WR64_Cell8,D3border,22,1.0,C_1___C_2___C_3,0,0.7
WR64_Cell8,D3border,22,1.0,C_1___C_2___C_3,0,1.0
WR64_Cell8,D3border,22,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,D3border,22,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,D3border,22,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,D3border,22,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,22,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,D3border,22,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,22,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,D3border,22,1.0,C_2,0,0.6
WR64_Cell8,D3border,22,1.0,C_2,0,0.8
WR64_Cell8,D3border,22,1.25,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,22,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,D3border,22,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,22,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,D3border,22,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,22,1.25,C_2,-1,0.4
WR64_Cell8,D3border,22,1.25,C_2,-2,0.4
WR64_Cell8,D3border,22,1.5,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,22,1.5,C_1___C_2___C_3,-2,0.6
WR64_Cell8,D3border,22,1.5,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,22,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,D3border,22,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,22,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,22,1.5,C_2,-1,0.4
WR64_Cell8,D3border,22,1.5,C_2,-2,0.4
WR64_Cell8,D3border,22,1.5,C_2,0,0.4
WR64_Cell8,D3border,22,1.75,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,22,1.75,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,22,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,D3border,22,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,22,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,D3border,22,1.75,C_2,-1,0.4
WR64_Cell8,D3border,22,1.75,C_2,-2,0.4
WR64_Cell8,D3border,22,1.75,C_2,0,0.4
WR64_Cell8,D3border,22,2.0,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,22,2.0,C_1___C_2___C_3,-1,0.8
WR64_Cell8,D3border,22,2.0,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,22,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,D3border,22,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,22,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,D3border,22,2.0,C_2,-1,0.4
WR64_Cell8,D3border,22,2.0,C_2,-2,0.4
WR64_Cell8,D3border,22,2.0,C_2,0,0.4
WR64_Cell8,D3border,23,1.0,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,23,1.0,C_1___C_2___C_3,-2,0.6
WR64_Cell8,D3border,23,1.0,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,23,1.0,C_1___C_2___C_3,0,0.7
WR64_Cell8,D3border,23,1.0,C_1___C_2___C_3,0,0.9
WR64_Cell8,D3border,23,1.0,C_1___C_2___C_3,0,1.0
WR64_Cell8,D3border,23,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,D3border,23,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,D3border,23,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,D3border,23,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,23,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,D3border,23,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,23,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,D3border,23,1.0,C_2,-1,0.4
WR64_Cell8,D3border,23,1.0,C_2,-2,0.4
WR64_Cell8,D3border,23,1.0,C_2,0,0.6
WR64_Cell8,D3border,23,1.0,C_2,0,0.8
WR64_Cell8,D3border,23,1.25,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,23,1.25,C_1___C_2___C_3,-1,0.7
WR64_Cell8,D3border,23,1.25,C_1___C_2___C_3,-2,0.6
WR64_Cell8,D3border,23,1.25,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,23,1.25,C_1___C_2___C_3,0,0.7
WR64_Cell8,D3border,23,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,D3border,23,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,23,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,D3border,23,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,23,1.25,C_2,-1,0.4
WR64_Cell8,D3border,23,1.25,C_2,-2,0.4
WR64_Cell8,D3border,23,1.5,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,23,1.5,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,23,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,D3border,23,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,23,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,23,1.5,C_2,-1,0.4
WR64_Cell8,D3border,23,1.5,C_2,-2,0.4
WR64_Cell8,D3border,23,1.5,C_2,0,0.4
WR64_Cell8,D3border,23,1.75,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,23,1.75,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,23,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,D3border,23,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,23,1.75,C_2,-1,0.4
WR64_Cell8,D3border,23,1.75,C_2,-2,0.4
WR64_Cell8,D3border,23,1.75,C_2,0,0.4
WR64_Cell8,D3border,23,2.0,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,23,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,D3border,23,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,D3border,23,2.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,23,2.0,C_2,-1,0.4
WR64_Cell8,D3border,23,2.0,C_2,-2,0.4
WR64_Cell8,D3border,23,2.0,C_2,0,0.4
WR64_Cell8,D3border,24,1.0,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,24,1.0,C_1___C_2___C_3,0,0.7
WR64_Cell8,D3border,24,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,D3border,24,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,D3border,24,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.6
WR64_Cell8,D3border,24,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,24,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.7
WR64_Cell8,D3border,24,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,24,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,D3border,24,1.0,C_2,-1,0.3
WR64_Cell8,D3border,24,1.0,C_2,-1,0.4
WR64_Cell8,D3border,24,1.0,C_2,-2,0.3
WR64_Cell8,D3border,24,1.0,C_2,0,0.3
WR64_Cell8,D3border,24,1.0,C_2,0,0.4
WR64_Cell8,D3border,24,1.25,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,24,1.25,C_1___C_2___C_3,0,1.0
WR64_Cell8,D3border,24,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,D3border,24,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,24,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,24,1.25,C_2,-1,0.3
WR64_Cell8,D3border,24,1.25,C_2,-2,0.3
WR64_Cell8,D3border,24,1.25,C_2,0,0.4
WR64_Cell8,D3border,24,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,D3border,24,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,24,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,24,1.5,C_2,-1,0.3
WR64_Cell8,D3border,24,1.5,C_2,-2,0.3
WR64_Cell8,D3border,25,1.0,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,25,1.0,C_1___C_2___C_3,-1,0.9
WR64_Cell8,D3border,25,1.0,C_1___C_2___C_3,-2,0.6
WR64_Cell8,D3border,25,1.0,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,25,1.0,C_1___C_2___C_3,0,0.9
WR64_Cell8,D3border,25,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,D3border,25,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,D3border,25,1.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,25,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,25,1.0,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,D3border,25,1.0,C_2,-1,0.4
WR64_Cell8,D3border,25,1.0,C_2,-1,0.6
WR64_Cell8,D3border,25,1.0,C_2,-2,0.4
WR64_Cell8,D3border,25,1.0,C_2,0,0.6
WR64_Cell8,D3border,25,1.0,C_2,0,0.8
WR64_Cell8,D3border,25,1.25,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,25,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,D3border,25,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,25,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,D3border,25,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,D3border,25,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,D3border,25,1.25,C_2,-1,0.4
WR64_Cell8,D3border,25,1.25,C_2,-2,0.4
WR64_Cell8,D3border,25,1.5,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,25,1.5,C_1___C_2___C_3,0,0.7
WR64_Cell8,D3border,25,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,D3border,25,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,25,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,25,1.5,C_2,-1,0.4
WR64_Cell8,D3border,25,1.5,C_2,-2,0.4
WR64_Cell8,D3border,25,1.5,C_2,0,0.4
WR64_Cell8,D3border,25,1.75,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,25,1.75,C_1___C_2___C_3,0,0.7
WR64_Cell8,D3border,25,1.75,C_1___C_2___C_3,0,0.8
WR64_Cell8,D3border,25,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,D3border,25,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,25,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,25,1.75,C_2,-1,0.4
WR64_Cell8,D3border,25,1.75,C_2,0,0.4
WR64_Cell8,D3border,27,1.5,C_1___C_2___C_3,-1,0.7
WR64_Cell8,D3border,27,1.5,C_1___C_2___C_3,-1,0.8
WR64_Cell8,D3border,27,1.5,C_1___C_2___C_3,-2,0.7
WR64_Cell8,D3border,27,1.5,C_1___C_2___C_3,0,0.7
WR64_Cell8,D3border,27,1.5,C_1___C_2___C_3,0,0.8
WR64_Cell8,D3border,27,1.5,C_1___C_2___C_3,0,0.9
WR64_Cell8,D3border,27,1.5,C_1___C_2___C_3,0,1.0
WR64_Cell8,D3border,27,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,D3border,27,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,D3border,27,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,D3border,27,1.5,C_2,-1,0.6
WR64_Cell8,D3border,27,1.5,C_2,-2,0.4
WR64_Cell8,D3border,27,1.5,C_2,0,0.6
WR64_Cell8,D3border,27,1.5,C_2,0,0.7
WR64_Cell8,D3border,27,1.5,C_2,0,0.8
WR64_Cell8,D3border,27,1.5,C_2,0,0.9
WR64_Cell8,D3border,27,1.75,C_1___C_2___C_3,-1,0.7
WR64_Cell8,D3border,27,1.75,C_1___C_2___C_3,-1,0.8
WR64_Cell8,D3border,27,1.75,C_1___C_2___C_3,-2,0.7
WR64_Cell8,D3border,27,1.75,C_1___C_2___C_3,-2,0.8
WR64_Cell8,D3border,27,1.75,C_1___C_2___C_3,0,0.8
WR64_Cell8,D3border,27,1.75,C_1___C_2___C_3,0,0.9
WR64_Cell8,D3border,27,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,D3border,27,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,D3border,27,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,D3border,27,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,D3border,27,1.75,C_2,0,0.6
WR64_Cell8,D3border,27,2.0,C_1___C_2___C_3,-1,0.7
WR64_Cell8,D3border,27,2.0,C_1___C_2___C_3,-2,0.7
WR64_Cell8,D3border,27,2.0,C_1___C_2___C_3,0,0.8
WR64_Cell8,D3border,27,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,D3border,27,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,D3border,27,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,D3border,27,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,D3border,27,2.0,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,D3border,27,2.0,C_2,-2,0.4
WR64_Cell8,D3border,28,1.75,C_1___C_2___C_3,-1,0.7
WR64_Cell8,D3border,28,1.75,C_1___C_2___C_3,-1,0.9
WR64_Cell8,D3border,28,1.75,C_1___C_2___C_3,-2,0.7
WR64_Cell8,D3border,28,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,D3border,28,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,D3border,28,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,D3border,28,1.75,C_2,0,0.6
WR64_Cell8,D3border,28,1.75,C_2,0,0.7
WR64_Cell8,D3border,28,1.75,C_2,0,0.8
WR64_Cell8,D3border,28,1.75,C_2,0,1.0
WR64_Cell8,D3border,28,2.0,C_1___C_2___C_3,-1,0.7
WR64_Cell8,D3border,28,2.0,C_1___C_2___C_3,-1,0.8
WR64_Cell8,D3border,28,2.0,C_1___C_2___C_3,-2,0.7
WR64_Cell8,D3border,28,2.0,C_1___C_2___C_3,0,0.8
WR64_Cell8,D3border,28,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,D3border,28,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,D3border,28,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,D3border,28,2.0,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,D3border,28,2.0,C_2,0,0.6
WR64_Cell8,D3border,29,1.25,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,29,1.25,C_1___C_2___C_3,-1,0.7
WR64_Cell8,D3border,29,1.25,C_1___C_2___C_3,-1,0.8
WR64_Cell8,D3border,29,1.25,C_1___C_2___C_3,-2,0.6
WR64_Cell8,D3border,29,1.25,C_1___C_2___C_3,-2,0.7
WR64_Cell8,D3border,29,1.25,C_1___C_2___C_3,0,0.7
WR64_Cell8,D3border,29,1.25,C_1___C_2___C_3,0,0.8
WR64_Cell8,D3border,29,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,D3border,29,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,D3border,29,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,D3border,29,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,D3border,29,1.25,C_2,-2,0.4
WR64_Cell8,D3border,29,1.25,C_2,0,0.7
WR64_Cell8,D3border,29,1.5,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,29,1.5,C_1___C_2___C_3,-1,0.7
WR64_Cell8,D3border,29,1.5,C_1___C_2___C_3,-2,0.6
WR64_Cell8,D3border,29,1.5,C_1___C_2___C_3,0,0.7
WR64_Cell8,D3border,29,1.5,C_1___C_2___C_3,0,0.9
WR64_Cell8,D3border,29,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,D3border,29,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,D3border,29,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,D3border,29,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,D3border,29,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,D3border,29,1.5,C_2,-1,0.4
WR64_Cell8,D3border,29,1.5,C_2,-2,0.4
WR64_Cell8,D3border,29,1.75,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,29,1.75,C_1___C_2___C_3,-2,0.6
WR64_Cell8,D3border,29,1.75,C_1___C_2___C_3,-2,0.7
WR64_Cell8,D3border,29,1.75,C_1___C_2___C_3,0,0.7
WR64_Cell8,D3border,29,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,D3border,29,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,D3border,29,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,D3border,29,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,D3border,29,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,D3border,29,1.75,C_2,-1,0.4
WR64_Cell8,D3border,29,1.75,C_2,-2,0.4
WR64_Cell8,D3border,3,1.75,C_1___C_2___C_3,-1,0.9
WR64_Cell8,D3border,3,1.75,C_1___C_2___C_3,-2,0.8
WR64_Cell8,D3border,3,1.75,C_1___C_2___C_3,-2,0.9
WR64_Cell8,D3border,3,1.75,C_1___C_2___C_3,0,0.9
WR64_Cell8,D3border,3,1.75,C_1___C_2___C_3,0,1.0
WR64_Cell8,D3border,3,1.75,C_2,-1,0.6
WR64_Cell8,D3border,3,1.75,C_2,-1,0.7
WR64_Cell8,D3border,3,1.75,C_2,-1,0.9
WR64_Cell8,D3border,3,1.75,C_2,-2,0.6
WR64_Cell8,D3border,3,1.75,C_2,0,0.6
WR64_Cell8,D3border,3,1.75,C_2,0,0.7
WR64_Cell8,D3border,3,1.75,C_2,0,1.0
WR64_Cell8,D3border,3,2.0,C_1___C_2___C_3,-1,0.9
WR64_Cell8,D3border,3,2.0,C_1___C_2___C_3,-1,1.0
WR64_Cell8,D3border,3,2.0,C_1___C_2___C_3,-2,0.8
WR64_Cell8,D3border,3,2.0,C_2,-1,0.6
WR64_Cell8,D3border,3,2.0,C_2,0,0.6
WR64_Cell8,D3border,3,2.0,C_2,0,0.7
WR64_Cell8,D3border,30,1.5,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,30,1.5,C_1___C_2___C_3,-1,0.7
WR64_Cell8,D3border,30,1.5,C_1___C_2___C_3,-1,0.9
WR64_Cell8,D3border,30,1.5,C_1___C_2___C_3,-1,1.0
WR64_Cell8,D3border,30,1.5,C_1___C_2___C_3,-2,0.6
WR64_Cell8,D3border,30,1.5,C_1___C_2___C_3,-2,0.7
WR64_Cell8,D3border,30,1.5,C_1___C_2___C_3,0,0.7
WR64_Cell8,D3border,30,1.5,C_1___C_2___C_3,0,0.8
WR64_Cell8,D3border,30,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,D3border,30,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,D3border,30,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,D3border,30,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,D3border,30,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,D3border,30,1.5,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,D3border,30,1.5,C_2,-1,0.4
WR64_Cell8,D3border,30,1.5,C_2,-2,0.4
WR64_Cell8,D3border,30,1.75,C_1___C_2___C_3,-1,0.7
WR64_Cell8,D3border,30,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,D3border,30,1.75,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
WR64_Cell8,D3border,30,1.75,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,D3border,30,1.75,C_2,-2,0.4
WR64_Cell8,D3border,30,1.75,C_2,0,0.7
WR64_Cell8,D3border,30,2.0,C_1___C_2___C_3,-1,0.7
WR64_Cell8,D3border,30,2.0,C_1___C_2___C_3,-2,0.6
WR64_Cell8,D3border,30,2.0,C_1___C_2___C_3,0,0.7
WR64_Cell8,D3border,30,2.0,C_1___C_2___C_3,0,0.8
WR64_Cell8,D3border,30,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,D3border,30,2.0,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,D3border,30,2.0,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,D3border,30,2.0,C_2,-2,0.4
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3,-1,0.6
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3,-1,0.7
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3,-2,0.6
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3,0,0.6
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3,0,0.7
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.7
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.8
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.7
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.8
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,0.9
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3___D_1___D_2___D_3,-2,1.0
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.8
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,0.9
WR64_Cell8,D3border,31,1.25,C_1___C_2___C_3___D_1___D_2___D_3,0,1.0
WR64_Cell8,D3border,31,1.25,C_2,-1,0.4
WR64_Cell8,D3border,31,1.25,C_2,-1,0.6
WR64_Cell8,D3border,31,1.25,C_2,-1,0.7
WR64_Cell8,D3border,31,1.25,C_2,-1,0.9
WR64_Cell8,D3border,31,1.25,C_2,-2,0.4
WR64_Cell8,D3border,31,1.25,C_2,0,0.4
WR64_Cell8,D3border,31,1.25,C_2,0,0.6
WR64_Cell8,D3border,31,1.25,C_2,0,0.7
WR64_Cell8,D3border,31,1.25,C_2,0,0.8
WR64_Cell8,D3border,31,1.25,C_2,0,0.9
WR64_Cell8,D3border,31,1.5,C_1___C_2___C_3,-1,0.7
WR64_Cell8,D3border,31,1.5,C_1___C_2___C_3,-2,0.6
WR64_Cell8,D3border,31,1.5,C_1___C_2___C_3,-2,0.7
WR64_Cell8,D3border,31,1.5,C_1___C_2___C_3,0,0.7
WR64_Cell8,D3border,31,1.5,C_1___C_2___C_3,0,0.8
WR64_Cell8,D3border,31,1.5,C_1___C_2___C_3,0,0.9
WR64_Cell8,D3border,31,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,0.9
WR64_Cell8,D3border,31,1.5,C_1___C_2___C_3___D_1___D_2___D_3,-1,1.0
